"lagoslakeid","net_id","net_dams_n","lake_nets_nearestdamdown_km","lake_nets_nearestdamup_km","lake_nets_totaldamup_n","lake_nets_totaldamdown_n","lake_nets_damonlake_flag","lake_nets_multidam_flag"
8056,33,286,NA,NA,0,0,"N","N"
19412,33,286,NA,NA,0,0,"N","N"
7956,33,286,NA,NA,0,0,"N","N"
68446,33,286,117.817,NA,0,1,"N","N"
7940,33,286,0,NA,0,2,"N","N"
140416,33,286,NA,NA,0,0,"N","N"
7667,33,286,NA,NA,0,0,"N","N"
71483,33,286,NA,NA,0,0,"N","N"
139363,33,286,NA,NA,0,0,"N","N"
49808,33,286,NA,NA,0,0,"N","N"
101589,33,286,NA,NA,0,0,"N","N"
48787,33,286,NA,NA,0,0,"N","N"
118054,33,286,NA,NA,0,0,"N","N"
57042,33,286,NA,NA,0,0,"N","N"
105724,33,286,NA,NA,0,0,"N","N"
130102,33,286,NA,NA,0,0,"N","N"
141376,33,286,NA,NA,0,0,"N","N"
25814,33,286,NA,NA,0,0,"N","N"
78878,33,286,NA,NA,0,0,"N","N"
101570,33,286,NA,NA,0,0,"N","N"
52999,33,286,NA,NA,0,0,"N","N"
134279,33,286,NA,NA,0,0,"N","N"
88272,33,286,165.467,NA,0,1,"N","N"
14206,33,286,NA,NA,0,0,"N","N"
49801,33,286,NA,NA,0,0,"N","N"
104659,33,286,NA,NA,0,0,"N","N"
140419,33,286,NA,NA,0,0,"N","N"
134277,33,286,NA,NA,0,0,"N","N"
13174,33,286,151.509,NA,0,1,"N","N"
7579,33,286,NA,NA,0,0,"N","N"
7777,33,286,NA,NA,0,0,"N","N"
78880,33,286,NA,NA,0,0,"N","N"
49803,33,286,NA,NA,0,0,"N","N"
104658,33,286,NA,NA,0,0,"N","N"
28862,33,286,NA,NA,0,0,"N","N"
8187,33,286,NA,NA,0,0,"N","N"
70478,33,286,NA,NA,0,0,"N","N"
32054,33,286,NA,NA,0,0,"N","N"
56030,33,286,NA,NA,0,0,"N","N"
140418,33,286,NA,NA,0,0,"N","N"
67448,33,286,140.973,NA,0,1,"N","N"
114914,33,286,NA,NA,0,0,"N","N"
9504,33,286,NA,NA,0,0,"N","N"
32065,33,286,NA,NA,0,0,"N","N"
51925,33,286,NA,NA,0,0,"N","N"
23741,33,286,NA,NA,0,0,"N","N"
51924,33,286,NA,NA,0,0,"N","N"
123373,33,286,94.973,NA,0,1,"N","N"
41517,33,286,NA,NA,0,0,"N","N"
77759,33,286,61.983,NA,0,1,"N","N"
114912,33,286,14.022,NA,0,4,"N","N"
127991,33,286,25.903,NA,0,1,"N","N"
35111,359,2,NA,NA,0,0,"N","N"
32057,359,2,NA,NA,0,0,"N","N"
106715,359,2,NA,NA,0,0,"N","N"
7699,359,2,NA,5.161,1,0,"N","N"
118059,33,286,NA,NA,0,0,"N","N"
8298,359,2,NA,9.547,1,0,"N","N"
27833,154,5,0,4.538,3,1,"N","N"
7548,33,286,NA,NA,0,0,"N","N"
70476,33,286,NA,NA,0,0,"N","N"
8464,33,286,NA,NA,0,0,"N","N"
8319,33,286,34.432,NA,0,1,"N","N"
7585,33,286,NA,NA,0,0,"N","N"
7710,359,2,0,NA,0,1,"N","N"
97508,33,286,NA,NA,0,0,"N","N"
23738,33,286,NA,NA,0,0,"N","N"
141380,33,286,NA,NA,0,0,"N","N"
57045,33,286,NA,NA,0,0,"N","N"
58091,33,286,NA,NA,0,0,"N","N"
47728,33,286,NA,NA,0,0,"N","N"
46685,33,286,NA,NA,0,0,"N","N"
139366,33,286,NA,NA,0,0,"N","N"
112928,33,286,NA,NA,0,0,"N","N"
67446,33,286,NA,NA,0,0,"N","N"
93456,33,286,NA,NA,0,0,"N","N"
96494,33,286,NA,NA,0,0,"N","N"
125499,33,286,NA,NA,0,0,"N","N"
87216,33,286,NA,NA,0,0,"N","N"
8462,33,286,NA,NA,0,0,"N","N"
103632,33,286,NA,NA,0,0,"N","N"
32064,33,286,NA,NA,0,0,"N","N"
16223,33,286,NA,NA,0,0,"N","N"
55044,33,286,NA,NA,0,0,"N","N"
121299,33,286,164.162,NA,0,1,"N","N"
139367,33,286,NA,NA,0,0,"N","N"
119146,33,286,149.678,NA,0,1,"N","N"
136291,33,286,NA,NA,0,0,"N","N"
7555,33,286,NA,NA,0,0,"N","N"
50869,33,286,NA,NA,0,0,"N","N"
104654,33,286,123.707,NA,0,1,"N","N"
94449,33,286,NA,NA,0,0,"N","N"
50865,33,286,NA,NA,0,0,"N","N"
81970,33,286,NA,NA,0,0,"N","N"
97507,33,286,115.706,NA,0,1,"N","N"
56028,33,286,56.46,NA,0,1,"N","N"
135285,33,286,24.333,NA,0,1,"N","N"
131133,33,286,NA,NA,0,0,"N","N"
8180,280,0,NA,NA,0,0,"N","N"
48789,154,5,11.37,NA,0,1,"N","N"
19415,154,5,NA,NA,0,0,"N","N"
19413,280,0,NA,NA,0,0,"N","N"
58104,33,286,NA,NA,0,0,"N","N"
7478,280,0,NA,NA,0,0,"N","N"
7620,280,0,NA,NA,0,0,"N","N"
16222,359,2,NA,NA,0,0,"N","N"
119142,280,0,NA,NA,0,0,"N","N"
71486,33,286,0,NA,0,1,"Y","N"
8338,33,286,NA,NA,0,0,"N","N"
7755,33,286,NA,NA,0,0,"N","N"
26848,33,286,NA,NA,0,0,"N","N"
7671,33,286,NA,NA,0,0,"N","N"
8361,33,286,NA,NA,0,0,"N","N"
40445,33,286,NA,NA,0,0,"N","N"
78875,33,286,NA,NA,0,0,"N","N"
86152,33,286,NA,NA,0,0,"N","N"
88270,33,286,NA,NA,0,0,"N","N"
43637,33,286,NA,NA,0,0,"N","N"
54039,33,286,NA,NA,0,0,"N","N"
62185,33,286,NA,NA,0,0,"N","N"
41520,33,286,NA,NA,0,0,"N","N"
39378,33,286,NA,NA,0,0,"N","N"
58105,33,286,NA,NA,0,0,"N","N"
70474,33,286,NA,NA,0,0,"N","N"
55040,33,286,NA,NA,0,0,"N","N"
116075,33,286,NA,NA,0,0,"N","N"
84099,33,286,NA,NA,0,0,"N","N"
75665,33,286,NA,NA,0,0,"N","N"
25818,33,286,NA,NA,0,0,"N","N"
46682,33,286,168.274,NA,0,1,"N","N"
130106,33,286,NA,NA,0,0,"N","N"
120227,33,286,NA,NA,0,0,"N","N"
8489,33,286,NA,0.758,1,0,"N","N"
71485,33,286,162.492,NA,0,1,"N","N"
56032,33,286,NA,NA,0,0,"N","N"
141375,33,286,NA,NA,0,0,"N","N"
23742,33,286,NA,NA,0,0,"N","N"
89331,33,286,118.312,NA,0,1,"N","N"
36145,33,286,152.995,NA,0,1,"N","N"
109805,33,286,107.293,NA,0,1,"N","N"
88275,33,286,NA,NA,0,0,"N","N"
36148,33,286,NA,NA,0,0,"N","N"
76697,33,286,NA,NA,0,0,"N","N"
98538,33,286,NA,NA,0,0,"N","N"
78874,33,286,NA,NA,0,0,"N","N"
7673,33,286,NA,NA,0,0,"N","N"
131137,33,286,NA,NA,0,0,"N","N"
121297,33,286,NA,NA,0,0,"N","N"
58102,33,286,NA,NA,0,0,"N","N"
120226,33,286,42.078,NA,0,1,"N","N"
37242,359,2,NA,NA,0,0,"N","N"
29905,33,286,NA,NA,0,0,"N","N"
14207,280,0,NA,NA,0,0,"N","N"
9502,154,5,NA,NA,0,0,"N","N"
44682,833,0,NA,NA,0,0,"N","N"
87220,359,2,NA,NA,0,0,"N","N"
7876,33,286,0,NA,0,1,"N","N"
72490,280,0,NA,NA,0,0,"N","N"
7616,33,286,NA,NA,0,0,"N","N"
7780,33,286,NA,NA,0,0,"N","N"
8176,33,286,NA,NA,0,0,"N","N"
58095,33,286,NA,NA,0,0,"N","N"
7929,33,286,151.962,NA,0,1,"N","N"
93457,33,286,115.852,NA,0,1,"N","N"
47730,33,286,NA,NA,0,0,"N","N"
7931,33,286,NA,NA,0,0,"N","N"
70475,33,286,NA,NA,0,0,"N","N"
27832,33,286,NA,NA,0,0,"N","N"
44676,33,286,NA,NA,0,0,"N","N"
81975,33,286,NA,NA,0,0,"N","N"
58092,33,286,NA,NA,0,0,"N","N"
73533,33,286,NA,NA,0,0,"N","N"
38307,33,286,NA,NA,0,0,"N","N"
56026,33,286,NA,NA,0,0,"N","N"
50867,33,286,NA,NA,0,0,"N","N"
107749,33,286,NA,NA,0,0,"N","N"
9506,33,286,NA,NA,0,0,"N","N"
139365,33,286,NA,NA,0,0,"N","N"
127990,33,286,NA,NA,0,0,"N","N"
96495,33,286,0,NA,0,1,"Y","N"
132197,33,286,NA,NA,0,0,"N","N"
21537,33,286,NA,NA,0,0,"N","N"
95459,33,286,NA,NA,0,0,"N","N"
27830,33,286,NA,NA,0,0,"N","N"
79878,33,286,NA,NA,0,0,"N","N"
7977,33,286,NA,NA,0,0,"N","N"
141383,33,286,153.848,0.187,1,1,"N","N"
44678,33,286,124.9,NA,0,1,"N","N"
131138,33,286,NA,NA,0,0,"N","N"
29908,33,286,NA,NA,0,0,"N","N"
47726,33,286,143.138,NA,0,1,"N","N"
8117,33,286,0,NA,0,1,"N","N"
34075,33,286,133.863,NA,0,1,"N","N"
84104,33,286,126.334,NA,0,1,"N","N"
23737,33,286,84.595,NA,0,1,"N","N"
32063,33,286,NA,NA,0,0,"N","N"
43641,33,286,NA,NA,0,0,"N","N"
29906,33,286,NA,NA,0,0,"N","N"
11147,33,286,NA,NA,0,0,"N","N"
100538,33,286,NA,NA,0,0,"N","N"
8447,33,286,0,NA,0,4,"N","N"
100535,33,286,NA,NA,0,0,"N","N"
63295,154,5,11.745,NA,0,1,"N","N"
112927,33,286,0,NA,0,1,"N","N"
8268,154,5,0,NA,0,1,"N","N"
70480,154,5,NA,NA,0,0,"N","N"
137285,154,5,6.346,NA,0,1,"N","N"
65374,154,5,24.23,NA,0,1,"N","N"
63293,33,286,NA,NA,0,0,"N","N"
141384,33,286,NA,NA,0,0,"N","N"
46684,33,286,155.957,NA,0,1,"N","N"
8040,33,286,NA,2.528,2,0,"N","N"
7609,33,286,NA,NA,0,0,"N","N"
7668,359,2,NA,NA,0,0,"N","N"
28860,33,286,NA,NA,0,0,"N","N"
55043,33,286,NA,NA,0,0,"N","N"
8093,33,286,NA,NA,0,0,"N","N"
123377,33,286,NA,NA,0,0,"N","N"
59159,33,286,NA,NA,0,0,"N","N"
100536,33,286,NA,NA,0,0,"N","N"
77761,33,286,NA,NA,0,0,"N","N"
84101,33,286,NA,NA,0,0,"N","N"
21540,33,286,NA,NA,0,0,"N","N"
7936,33,286,NA,NA,0,0,"N","N"
8136,33,286,NA,NA,0,0,"N","N"
122335,33,286,NA,NA,0,0,"N","N"
114911,33,286,NA,NA,0,0,"N","N"
8398,33,286,NA,NA,0,0,"N","N"
61174,33,286,NA,NA,0,0,"N","N"
111874,33,286,NA,NA,0,0,"N","N"
7469,33,286,NA,NA,0,0,"N","N"
7821,33,286,NA,NA,0,0,"N","N"
17273,33,286,161.807,NA,0,1,"N","N"
123379,33,286,NA,NA,0,0,"N","N"
56027,33,286,NA,NA,0,0,"N","N"
11145,33,286,NA,NA,0,0,"N","N"
10116,33,286,81.913,NA,0,1,"N","N"
43642,33,286,NA,NA,0,0,"N","N"
7754,33,286,NA,NA,0,0,"N","N"
124437,33,286,41.912,NA,0,1,"N","N"
104655,33,286,29.894,58.488,1,1,"N","N"
112926,33,286,14.276,NA,0,3,"N","N"
53005,33,286,0,NA,0,1,"N","N"
118057,33,286,NA,NA,0,0,"N","N"
8453,33,286,NA,NA,0,0,"N","N"
141389,33,286,NA,NA,0,0,"N","N"
7502,33,286,NA,NA,0,0,"N","N"
10114,33,286,NA,NA,0,0,"N","N"
83003,33,286,NA,NA,0,0,"N","N"
136286,33,286,NA,NA,0,0,"N","N"
65370,33,286,NA,NA,0,0,"N","N"
7533,33,286,NA,NA,0,0,"N","N"
75663,33,286,NA,NA,0,0,"N","N"
95460,33,286,NA,NA,0,0,"N","N"
10117,33,286,NA,NA,0,0,"N","N"
40446,33,286,NA,NA,0,0,"N","N"
36147,33,286,NA,NA,0,0,"N","N"
15235,33,286,NA,NA,0,0,"N","N"
106712,33,286,NA,NA,0,0,"N","N"
54037,33,286,NA,NA,0,0,"N","N"
79876,33,286,NA,NA,0,0,"N","N"
57046,33,286,NA,NA,0,0,"N","N"
68447,33,286,NA,NA,0,0,"N","N"
95461,33,286,161.578,NA,0,1,"N","N"
24762,33,286,NA,NA,0,0,"N","N"
41513,33,286,NA,NA,0,0,"N","N"
111877,33,286,166.562,NA,0,1,"N","N"
8450,33,286,NA,NA,0,0,"N","N"
42608,33,286,NA,NA,0,0,"N","N"
112929,33,286,NA,NA,0,0,"N","N"
8240,33,286,NA,NA,0,0,"N","N"
17278,33,286,NA,NA,0,0,"N","N"
7890,33,286,2.199,NA,0,1,"N","N"
139364,33,286,22.423,NA,0,1,"N","N"
85095,33,286,NA,NA,0,0,"N","N"
116020,33,286,17.041,NA,0,1,"N","N"
107746,33,286,NA,NA,0,0,"N","N"
7587,33,286,NA,NA,0,0,"N","N"
49804,33,286,128.525,NA,0,1,"N","N"
26850,33,286,NA,NA,0,0,"N","N"
44675,33,286,NA,NA,0,0,"N","N"
102590,33,286,NA,NA,0,0,"N","N"
53000,33,286,128.441,NA,0,1,"N","N"
58106,33,286,NA,NA,0,0,"N","N"
63291,33,286,102.942,NA,0,1,"N","N"
71481,33,286,110.187,NA,0,1,"N","N"
75664,33,286,NA,NA,0,0,"N","N"
8263,33,286,0,NA,0,4,"Y","N"
110851,359,2,NA,NA,0,0,"N","N"
58093,359,2,NA,5.23,1,0,"N","N"
101569,359,2,NA,NA,0,0,"N","N"
141378,359,2,NA,NA,0,0,"N","N"
105725,280,0,NA,NA,0,0,"N","N"
14208,154,5,20.876,0.393,1,1,"N","N"
92379,154,5,NA,NA,0,0,"N","N"
131140,359,2,NA,NA,0,0,"N","N"
89338,154,5,NA,NA,0,0,"N","N"
89332,33,286,NA,NA,0,0,"N","N"
8234,33,286,NA,NA,0,0,"N","N"
7880,33,286,NA,NA,0,0,"N","N"
7728,33,286,NA,NA,0,0,"N","N"
25817,33,286,NA,NA,0,0,"N","N"
7651,33,286,0,NA,0,1,"N","N"
60152,33,286,NA,NA,0,0,"N","N"
8372,33,286,NA,NA,0,0,"N","N"
8196,33,286,NA,11.556,1,0,"N","N"
125503,33,286,NA,NA,0,0,"N","N"
41516,33,286,NA,NA,0,0,"N","N"
8422,33,286,NA,NA,0,0,"N","N"
27831,33,286,NA,NA,0,0,"N","N"
7653,33,286,NA,NA,0,0,"N","N"
61176,33,286,NA,NA,0,0,"N","N"
55042,33,286,NA,NA,0,0,"N","N"
81973,33,286,NA,NA,0,0,"N","N"
68448,33,286,NA,NA,0,0,"N","N"
100539,33,286,NA,NA,0,0,"N","N"
71487,33,286,NA,NA,0,0,"N","N"
49802,33,286,NA,NA,0,0,"N","N"
8420,33,286,NA,NA,0,0,"N","N"
87213,33,286,NA,NA,0,0,"N","N"
24763,33,286,NA,NA,0,0,"N","N"
63292,33,286,NA,NA,0,0,"N","N"
130108,33,286,NA,NA,0,0,"N","N"
23735,33,286,NA,NA,0,0,"N","N"
7734,33,286,NA,NA,0,0,"N","N"
49800,33,286,NA,NA,0,0,"N","N"
141395,33,286,NA,NA,0,0,"N","N"
141397,33,286,NA,NA,0,0,"N","N"
18321,33,286,NA,NA,0,0,"N","N"
97509,33,286,NA,NA,0,0,"N","N"
32061,33,286,NA,NA,0,0,"N","N"
93455,33,286,NA,NA,0,0,"N","N"
7815,33,286,NA,NA,0,0,"N","N"
7766,33,286,NA,NA,0,0,"N","N"
141398,33,286,0,NA,0,1,"N","N"
8169,33,286,NA,NA,0,0,"N","N"
113883,33,286,NA,NA,0,0,"N","N"
119150,33,286,NA,NA,0,0,"N","N"
94450,33,286,NA,NA,0,0,"N","N"
56033,33,286,NA,NA,0,0,"N","N"
123381,33,286,NA,NA,0,0,"N","N"
50864,33,286,142.237,NA,0,1,"N","N"
73532,33,286,NA,NA,0,0,"N","N"
10113,33,286,129.976,NA,0,1,"N","N"
91372,33,286,104.867,NA,0,1,"N","N"
23740,33,286,115.124,NA,0,1,"N","N"
120224,33,286,86.475,NA,0,1,"N","N"
55039,33,286,NA,NA,0,0,"N","N"
64298,33,286,51.516,NA,0,1,"N","N"
125502,33,286,NA,NA,0,0,"N","N"
29904,33,286,NA,NA,0,0,"N","N"
26847,33,286,52.573,NA,0,3,"N","N"
73534,280,0,NA,NA,0,0,"N","N"
124433,280,0,NA,NA,0,0,"N","N"
7772,359,2,NA,NA,0,0,"N","N"
8297,33,286,0,NA,0,5,"Y","N"
18317,280,0,NA,NA,0,0,"N","N"
134280,33,286,14.316,NA,0,1,"N","N"
46688,154,5,NA,NA,0,0,"N","N"
48788,33,286,NA,NA,0,0,"N","N"
7741,833,0,NA,NA,0,0,"N","N"
98541,833,0,NA,NA,0,0,"N","N"
49798,280,0,NA,NA,0,0,"N","N"
67450,33,286,NA,NA,0,0,"N","N"
7749,33,286,NA,NA,0,0,"N","N"
79880,33,286,NA,NA,0,0,"N","N"
7906,33,286,158.465,NA,0,1,"N","N"
8501,33,286,NA,NA,0,0,"N","N"
75666,33,286,0,NA,0,2,"N","N"
8087,154,5,0,NA,0,2,"N","N"
37246,33,286,NA,NA,0,0,"N","N"
7693,33,286,NA,NA,0,0,"N","N"
92376,33,286,NA,NA,0,0,"N","N"
100540,33,286,NA,NA,0,0,"N","N"
38305,33,286,NA,NA,0,0,"N","N"
91373,33,286,NA,NA,0,0,"N","N"
39384,33,286,NA,NA,0,0,"N","N"
72492,33,286,NA,NA,0,0,"N","N"
81972,33,286,NA,NA,0,0,"N","N"
96499,33,286,NA,NA,0,0,"N","N"
40444,33,286,NA,NA,0,0,"N","N"
44681,33,286,NA,NA,0,0,"N","N"
120225,33,286,NA,NA,0,0,"N","N"
21597,33,286,NA,NA,0,0,"N","N"
8131,33,286,NA,NA,0,0,"N","N"
123380,33,286,NA,NA,0,0,"N","N"
48786,33,286,NA,NA,0,0,"N","N"
120222,33,286,NA,NA,0,0,"N","N"
138351,33,286,NA,NA,0,0,"N","N"
96497,33,286,NA,NA,0,0,"N","N"
75662,33,286,118.176,NA,0,1,"N","N"
130104,33,286,NA,NA,0,0,"N","N"
100541,33,286,NA,NA,0,0,"N","N"
57044,33,286,NA,NA,0,0,"N","N"
20468,33,286,77.245,NA,0,1,"N","N"
98539,33,286,37.608,NA,0,1,"N","N"
79879,33,286,NA,NA,0,0,"N","N"
45643,280,0,NA,NA,0,0,"N","N"
118052,359,2,NA,NA,0,0,"N","N"
105728,359,2,NA,NA,0,0,"N","N"
64305,154,5,4.483,NA,0,1,"N","N"
96498,33,286,NA,NA,0,0,"N","N"
13216,280,0,NA,NA,0,0,"N","N"
53003,33,286,0,NA,0,2,"Y","N"
54036,33,286,0,NA,0,1,"Y","N"
8189,33,286,39.196,NA,0,8,"N","N"
8115,33,286,0,NA,0,1,"Y","N"
8299,33,286,0,NA,0,1,"Y","N"
70488,33,286,0,NA,0,1,"N","N"
7983,33,286,NA,NA,0,0,"N","N"
7925,33,286,NA,NA,0,0,"N","N"
141402,33,286,NA,NA,0,0,"N","N"
8216,33,286,0,NA,0,1,"N","N"
8177,33,286,29.652,NA,0,5,"N","N"
8362,33,286,0,NA,0,1,"Y","N"
8153,87,18,NA,NA,0,0,"N","N"
7615,33,286,45.713,2.448,1,4,"N","N"
8511,33,286,NA,NA,0,0,"N","N"
8525,33,286,0,NA,0,2,"N","N"
8214,33,286,NA,NA,0,0,"N","N"
7900,33,286,NA,NA,0,0,"N","N"
54045,33,286,NA,NA,0,0,"N","N"
59170,33,286,NA,NA,0,0,"N","N"
41522,33,286,NA,NA,0,0,"N","N"
14210,33,286,0,NA,0,1,"Y","N"
83017,33,286,NA,NA,0,0,"N","N"
7607,33,286,NA,NA,0,0,"N","N"
106723,33,286,NA,NA,0,0,"N","N"
73539,33,286,NA,NA,0,0,"N","N"
135282,33,286,NA,NA,0,0,"N","N"
97519,33,286,41.316,NA,0,8,"N","N"
8123,33,286,36.265,NA,0,8,"N","N"
62189,33,286,NA,NA,0,0,"N","N"
33042,33,286,29.058,NA,0,8,"N","N"
83016,33,286,NA,NA,0,0,"N","N"
103644,33,286,NA,NA,0,0,"N","N"
14212,33,286,NA,NA,0,0,"N","N"
11153,33,286,NA,NA,0,0,"N","N"
21546,33,286,NA,NA,0,0,"N","N"
129007,33,286,NA,NA,0,0,"N","N"
121308,33,286,NA,NA,0,0,"N","N"
19423,33,286,NA,NA,0,0,"N","N"
36163,33,286,NA,NA,0,0,"N","N"
88289,33,286,NA,NA,0,0,"N","N"
8492,33,286,NA,NA,0,0,"N","N"
32066,282,0,NA,NA,0,0,"N","N"
105732,33,286,NA,NA,0,0,"N","N"
56038,33,286,9.481,NA,0,8,"N","N"
30981,33,286,NA,NA,0,0,"N","N"
76709,33,286,NA,NA,0,0,"N","N"
7945,33,286,NA,NA,0,0,"N","N"
51927,33,286,NA,NA,0,0,"N","N"
19425,33,286,NA,NA,0,0,"N","N"
108768,33,286,NA,NA,0,0,"N","N"
36150,33,286,NA,NA,0,0,"N","N"
88280,33,286,NA,NA,0,0,"N","N"
86164,33,286,NA,NA,0,0,"N","N"
123387,33,286,NA,NA,0,0,"N","N"
7935,33,286,0,NA,0,1,"Y","N"
93461,33,286,NA,NA,0,0,"N","N"
22633,33,286,NA,NA,0,0,"N","N"
114926,33,286,NA,NA,0,0,"N","N"
76706,33,286,6.589,NA,0,2,"N","N"
133195,33,286,NA,NA,0,0,"N","N"
121304,33,286,20.611,NA,0,1,"N","N"
98548,33,286,NA,NA,0,0,"N","N"
55048,33,286,NA,NA,0,0,"N","N"
132186,33,286,NA,NA,0,0,"N","N"
68457,33,286,NA,NA,0,0,"N","N"
8429,33,286,14.55,NA,0,1,"N","N"
8488,33,286,NA,NA,0,0,"N","N"
120239,33,286,NA,NA,0,0,"N","N"
25829,33,286,NA,NA,0,0,"N","N"
59169,33,286,18.879,NA,0,1,"N","N"
32069,33,286,NA,NA,0,0,"N","N"
91382,33,286,NA,NA,0,0,"N","N"
123391,33,286,12.345,NA,0,1,"N","N"
10133,33,286,NA,NA,0,0,"N","N"
25821,33,286,NA,NA,0,0,"N","N"
121305,33,286,NA,NA,0,0,"N","N"
12165,33,286,17.774,NA,0,1,"N","N"
8260,33,286,NA,NA,0,0,"N","N"
85103,33,286,NA,NA,0,0,"N","N"
104666,33,286,39.645,NA,0,5,"N","N"
86161,33,286,NA,NA,0,0,"N","N"
131129,33,286,NA,NA,0,0,"N","N"
104664,33,286,19.402,NA,0,5,"N","N"
12169,33,286,NA,NA,0,0,"N","N"
45657,33,286,69.683,NA,0,6,"N","N"
124442,33,286,NA,NA,0,0,"N","N"
55047,33,286,63.197,NA,0,6,"N","N"
135279,33,286,5.89,NA,0,8,"N","N"
21550,33,286,NA,NA,0,0,"N","N"
19426,33,286,NA,NA,0,0,"N","N"
105735,33,286,62.934,NA,0,6,"N","N"
43646,33,286,NA,NA,0,0,"N","N"
8133,33,286,0,NA,0,7,"N","N"
117036,33,286,NA,NA,0,0,"N","N"
114921,33,286,NA,NA,0,0,"N","N"
20473,33,286,NA,NA,0,0,"N","N"
34079,33,286,66.042,NA,0,5,"N","N"
67457,33,286,96.433,NA,0,5,"N","N"
97512,33,286,NA,NA,0,0,"N","N"
50873,33,286,44.456,NA,0,8,"N","N"
36154,33,286,NA,NA,0,0,"N","N"
8091,33,286,0,28.414,1,1,"N","N"
7499,33,286,21.38,NA,0,8,"N","N"
40453,33,286,NA,NA,0,0,"N","N"
116031,33,286,NA,NA,0,0,"N","N"
7550,87,18,5.149,0,2,1,"Y","N"
7611,33,286,NA,NA,0,0,"N","N"
45658,33,286,NA,NA,0,0,"N","N"
88288,33,286,NA,NA,0,0,"N","N"
100553,33,286,63.995,NA,0,6,"N","N"
7875,33,286,NA,NA,0,0,"N","N"
7721,33,286,NA,NA,0,0,"N","N"
7784,33,286,98.254,NA,0,5,"N","N"
112934,33,286,NA,NA,0,0,"N","N"
73544,33,286,NA,NA,0,0,"N","N"
18324,33,286,NA,NA,0,0,"N","N"
8522,33,286,NA,NA,0,0,"N","N"
7689,33,286,40.549,NA,0,8,"N","N"
118065,33,286,0.208,NA,0,1,"N","N"
40448,33,286,NA,NA,0,0,"N","N"
107751,33,286,NA,NA,0,0,"N","N"
7656,33,286,24.479,NA,0,8,"N","N"
11150,33,286,NA,NA,0,0,"N","N"
8044,33,286,NA,NA,0,0,"N","N"
28874,33,286,NA,NA,0,0,"N","N"
25820,33,286,NA,NA,0,0,"N","N"
91380,33,286,NA,NA,0,0,"N","N"
123382,282,0,NA,NA,0,0,"N","N"
22628,33,286,NA,NA,0,0,"N","N"
101577,33,286,6.593,NA,0,6,"N","N"
98547,33,286,NA,NA,0,0,"N","N"
69457,33,286,NA,NA,0,0,"N","N"
7993,33,286,NA,NA,0,0,"N","N"
60164,33,286,NA,NA,0,0,"N","N"
53012,33,286,NA,NA,0,0,"N","N"
21541,33,286,NA,NA,0,0,"N","N"
133203,33,286,NA,NA,0,0,"N","N"
86156,33,286,NA,NA,0,0,"N","N"
69449,33,286,NA,NA,0,0,"N","N"
86159,33,286,NA,NA,0,0,"N","N"
98545,33,286,NA,NA,0,0,"N","N"
63296,33,286,NA,NA,0,0,"N","N"
133197,33,286,75.197,NA,0,5,"N","N"
8186,33,286,NA,NA,0,0,"N","N"
8045,33,286,NA,NA,0,0,"N","N"
7582,33,286,17.122,NA,0,1,"N","N"
86162,33,286,NA,NA,0,0,"N","N"
36162,33,286,41.168,NA,0,3,"N","N"
8246,33,286,89.334,NA,0,6,"N","N"
7612,33,286,85.585,NA,0,6,"N","N"
8480,33,286,NA,NA,0,0,"N","N"
84113,33,286,NA,NA,0,0,"N","N"
7501,33,286,NA,NA,0,0,"N","N"
74591,33,286,79.473,NA,0,6,"N","N"
11148,33,286,NA,0.474,1,0,"N","N"
21545,33,286,NA,NA,0,0,"N","N"
25827,33,286,NA,NA,0,0,"N","N"
63305,33,286,NA,NA,0,0,"N","N"
113886,33,286,NA,NA,0,0,"N","N"
8203,33,286,NA,NA,0,0,"N","N"
83014,87,18,NA,NA,0,0,"N","N"
12168,87,18,NA,NA,0,0,"N","N"
64306,87,18,NA,NA,0,0,"N","N"
134265,33,286,NA,NA,0,0,"N","N"
116027,33,286,NA,NA,0,0,"N","N"
60157,33,286,NA,NA,0,0,"N","N"
95469,33,286,NA,NA,0,0,"N","N"
42615,33,286,NA,NA,0,0,"N","N"
120229,33,286,NA,NA,0,0,"N","N"
30984,33,286,NA,NA,0,0,"N","N"
68450,33,286,30.322,NA,0,4,"N","N"
88290,33,286,NA,NA,0,0,"N","N"
130097,33,286,NA,NA,0,0,"N","N"
112932,33,286,NA,NA,0,0,"N","N"
7566,33,286,NA,NA,0,0,"N","N"
139356,33,286,NA,NA,0,0,"N","N"
87225,33,286,NA,NA,0,0,"N","N"
100551,33,286,NA,NA,0,0,"N","N"
41535,33,286,55.73,NA,0,5,"N","N"
129010,33,286,NA,NA,0,0,"N","N"
7704,33,286,NA,NA,0,0,"N","N"
131125,33,286,NA,NA,0,0,"N","N"
111885,33,286,69.63,NA,0,5,"N","N"
8446,33,286,NA,NA,0,0,"N","N"
8469,33,286,0,NA,0,1,"N","N"
8259,33,286,NA,NA,0,0,"N","N"
7625,33,286,0,NA,0,1,"N","N"
141405,33,286,2.088,NA,0,2,"N","N"
141406,33,286,NA,NA,0,0,"N","N"
8159,33,286,8.787,30.349,1,5,"N","N"
7758,33,286,NA,NA,0,0,"N","N"
8435,33,286,NA,NA,0,0,"N","N"
97523,33,286,NA,NA,0,0,"N","N"
67455,33,286,NA,NA,0,0,"N","N"
7829,33,286,NA,NA,0,0,"N","N"
